Id,Type,Time,Level,Volts
1,moist,2015-06-13 23:15:02,212,0.68
2,moist,2015-06-13 23:15:02,209,0.67
1,moist,2015-06-13 23:25:02,213,0.69
2,moist,2015-06-13 23:25:02,208,0.67
1,moist,2015-06-13 23:35:02,214,0.69
2,moist,2015-06-13 23:35:02,209,0.67
1,moist,2015-06-13 23:45:02,214,0.69
2,moist,2015-06-13 23:45:02,210,0.68
1,moist,2015-06-13 23:55:02,214,0.69
2,moist,2015-06-13 23:55:02,209,0.67
1,moist,2015-06-14 00:05:02,213,0.69
2,moist,2015-06-14 00:05:02,209,0.67
1,moist,2015-06-14 00:15:02,212,0.68
2,moist,2015-06-14 00:15:02,209,0.67
1,moist,2015-06-14 00:25:02,213,0.69
2,moist,2015-06-14 00:25:02,208,0.67
1,moist,2015-06-14 00:35:02,217,0.7
2,moist,2015-06-14 00:35:02,209,0.67
1,moist,2015-06-14 00:45:02,213,0.69
2,moist,2015-06-14 00:45:02,209,0.67
1,moist,2015-06-14 00:55:02,213,0.69
2,moist,2015-06-14 00:55:02,208,0.67
1,moist,2015-06-14 01:05:02,213,0.69
2,moist,2015-06-14 01:05:02,209,0.67
1,moist,2015-06-14 01:15:02,213,0.69
2,moist,2015-06-14 01:15:02,209,0.67
1,moist,2015-06-14 01:25:02,213,0.69
2,moist,2015-06-14 01:25:02,208,0.67
1,moist,2015-06-14 01:35:02,213,0.69
2,moist,2015-06-14 01:35:02,211,0.68
1,moist,2015-06-14 01:45:02,212,0.68
2,moist,2015-06-14 01:45:02,210,0.68
1,moist,2015-06-14 01:55:02,210,0.68
2,moist,2015-06-14 01:55:02,208,0.67
1,moist,2015-06-14 02:05:02,212,0.68
2,moist,2015-06-14 02:05:02,210,0.68
1,moist,2015-06-14 02:15:02,212,0.68
2,moist,2015-06-14 02:15:02,209,0.67
1,moist,2015-06-14 02:25:02,212,0.68
2,moist,2015-06-14 02:25:02,210,0.68
1,moist,2015-06-14 02:35:02,213,0.69
2,moist,2015-06-14 02:35:02,210,0.68
1,moist,2015-06-14 02:45:02,212,0.68
2,moist,2015-06-14 02:45:02,212,0.68
1,moist,2015-06-14 02:55:02,213,0.69
2,moist,2015-06-14 02:55:02,209,0.67
1,moist,2015-06-14 03:05:02,212,0.68
2,moist,2015-06-14 03:05:02,209,0.67
1,moist,2015-06-14 03:15:02,213,0.69
2,moist,2015-06-14 03:15:02,209,0.67
1,moist,2015-06-14 03:25:02,213,0.69
2,moist,2015-06-14 03:25:02,209,0.67
1,moist,2015-06-14 03:35:02,213,0.69
2,moist,2015-06-14 03:35:02,211,0.68
1,moist,2015-06-14 03:45:02,213,0.69
2,moist,2015-06-14 03:45:02,209,0.67
1,moist,2015-06-14 03:55:02,213,0.69
2,moist,2015-06-14 03:55:02,210,0.68
1,moist,2015-06-14 04:05:02,212,0.68
2,moist,2015-06-14 04:05:02,210,0.68
1,moist,2015-06-14 04:15:02,212,0.68
2,moist,2015-06-14 04:15:02,209,0.67
1,moist,2015-06-14 04:25:02,212,0.68
2,moist,2015-06-14 04:25:02,209,0.67
1,moist,2015-06-14 04:35:02,212,0.68
2,moist,2015-06-14 04:35:02,209,0.67
1,moist,2015-06-14 04:45:02,214,0.69
2,moist,2015-06-14 04:45:02,210,0.68
1,moist,2015-06-14 04:55:02,213,0.69
2,moist,2015-06-14 04:55:02,209,0.67
1,moist,2015-06-14 05:05:02,213,0.69
2,moist,2015-06-14 05:05:02,209,0.67
1,moist,2015-06-14 05:15:02,211,0.68
2,moist,2015-06-14 05:15:02,208,0.67
1,moist,2015-06-14 05:25:02,213,0.69
2,moist,2015-06-14 05:25:02,210,0.68
1,moist,2015-06-14 05:35:02,214,0.69
2,moist,2015-06-14 05:35:02,209,0.67
1,moist,2015-06-14 05:45:02,212,0.68
2,moist,2015-06-14 05:45:02,209,0.67
1,moist,2015-06-14 05:55:02,213,0.69
2,moist,2015-06-14 05:55:02,210,0.68
1,moist,2015-06-14 06:05:02,213,0.69
2,moist,2015-06-14 06:05:02,208,0.67
1,moist,2015-06-14 06:15:02,213,0.69
2,moist,2015-06-14 06:15:02,210,0.68
1,moist,2015-06-14 06:25:02,212,0.68
2,moist,2015-06-14 06:25:02,210,0.68
1,moist,2015-06-14 06:35:02,212,0.68
2,moist,2015-06-14 06:35:02,212,0.68
1,moist,2015-06-14 06:45:02,213,0.69
2,moist,2015-06-14 06:45:02,216,0.7
1,moist,2015-06-14 06:55:02,213,0.69
2,moist,2015-06-14 06:55:02,216,0.7
1,moist,2015-06-14 07:05:02,211,0.68
2,moist,2015-06-14 07:05:02,209,0.67
1,moist,2015-06-14 07:15:02,212,0.68
2,moist,2015-06-14 07:15:02,209,0.67
1,moist,2015-06-14 07:25:02,211,0.68
2,moist,2015-06-14 07:25:02,208,0.67
1,moist,2015-06-14 07:35:02,211,0.68
2,moist,2015-06-14 07:35:02,209,0.67
1,moist,2015-06-14 07:45:02,212,0.68
2,moist,2015-06-14 07:45:02,208,0.67
1,moist,2015-06-14 07:55:02,211,0.68
2,moist,2015-06-14 07:55:02,209,0.67
1,moist,2015-06-14 08:05:02,210,0.68
2,moist,2015-06-14 08:05:02,209,0.67
1,moist,2015-06-14 08:15:02,211,0.68
2,moist,2015-06-14 08:15:02,209,0.67
1,moist,2015-06-14 08:25:02,210,0.68
2,moist,2015-06-14 08:25:02,209,0.67
1,moist,2015-06-14 08:35:02,210,0.68
2,moist,2015-06-14 08:35:02,208,0.67
1,moist,2015-06-14 08:45:02,210,0.68
2,moist,2015-06-14 08:45:02,208,0.67
1,moist,2015-06-14 08:55:02,132,0.43
2,moist,2015-06-14 08:55:02,188,0.61
1,moist,2015-06-14 09:05:02,140,0.45
2,moist,2015-06-14 09:05:02,192,0.62
1,moist,2015-06-14 09:15:02,144,0.46
2,moist,2015-06-14 09:15:02,194,0.63
1,moist,2015-06-14 09:25:02,147,0.47
2,moist,2015-06-14 09:25:02,195,0.63
1,moist,2015-06-14 09:35:02,150,0.48
2,moist,2015-06-14 09:35:02,197,0.64
1,moist,2015-06-14 09:45:02,154,0.5
2,moist,2015-06-14 09:45:02,197,0.64
1,moist,2015-06-14 09:55:02,157,0.51
2,moist,2015-06-14 09:55:02,198,0.64
1,moist,2015-06-14 10:05:02,159,0.51
2,moist,2015-06-14 10:05:02,198,0.64
1,moist,2015-06-14 10:15:02,165,0.53
2,moist,2015-06-14 10:15:02,198,0.64
1,moist,2015-06-14 10:25:02,164,0.53
2,moist,2015-06-14 10:25:02,198,0.64
1,moist,2015-06-14 10:35:02,165,0.53
2,moist,2015-06-14 10:35:02,198,0.64
1,moist,2015-06-14 10:45:02,169,0.55
2,moist,2015-06-14 10:45:02,200,0.65
1,moist,2015-06-14 10:55:02,171,0.55
2,moist,2015-06-14 10:55:02,200,0.65
1,moist,2015-06-14 11:05:02,171,0.55
2,moist,2015-06-14 11:05:02,201,0.65
1,moist,2015-06-14 11:15:02,173,0.56
2,moist,2015-06-14 11:15:02,200,0.65
1,moist,2015-06-14 11:25:02,174,0.56
2,moist,2015-06-14 11:25:02,200,0.65
1,moist,2015-06-14 11:35:02,178,0.57
2,moist,2015-06-14 11:35:02,201,0.65
1,moist,2015-06-14 11:45:02,181,0.58
2,moist,2015-06-14 11:45:02,202,0.65
